BIOGUIDE_ID,OFFICE,QUARTER,PROGRAM,CATEGORY,DATE,TRANSCODE,RECORDID,PAYEE,START DATE,END DATE,PURPOSE,AMOUNT,YEAR,RECIP (orig.)
D000482,HON. MICHAEL F. DOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0472829,CRYSTAL SPRINGS,11/22/2016,12/11/2016,WATER,63.97,2016,CRYSTAL SPRINGS
D000482,HON. MICHAEL F. DOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,52.95,2016,DEER PARK
D000482,HON. MICHAEL F. DOYLE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481162,CRYSTAL SPRINGS,11/8/2016,12/4/2016,WATER,49.45,2016,CRYSTAL SPRINGS
D000622,HON. TAMMY DUCKWORTH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AR,AC-12703,DS WATERS OF AMERICA INC.,11/9/2016,11/9/2016,WATER,-27.01,2016,DS WATERS OF AMERICA INC.
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/14/2017,AP,E0475730,HAGUE QUALITY WATER OF MD INC,12/20/2016,1/19/2017,WATER,138,2017,HAGUE QUALITY WATER OF MD INC
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/15/2017,AP,E0484782,HAGUE QUALITY WATER OF MD INC,1/20/2017,1/19/2018,WATER,756,2018,HAGUE QUALITY WATER OF MD INC
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,25,2017,DEER PARK
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/20/2017,AP,E0478984,WAUSAU WATER WORKS,9/1/2016,12/1/2016,UTILITIES,56.24,2016,WAUSAU WATER WORKS
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,43.99,2016,DEER PARK
D000614,HON. SEAN P. DUFFY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/25/2017,AP,E0479039,CITIBANK GOV CARD SERVICE,11/4/2016,11/4/2016,WATER,4.22,2016,CITIBANK GOV CARD SERVICE
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480864,DIAMOND SPRINGS WATER INC,1/5/2017,1/13/2017,WATER,14.3,2017,DIAMOND SPRINGS WATER INC
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,97.9,2017,DEER PARK
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0491234,DIAMOND SPRINGS WATER INC,2/2/2017,2/17/2017,WATER,21.65,2017,DIAMOND SPRINGS WATER INC
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,52.95,2017,DEER PARK
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0474352,DIAMOND SPRINGS WATER INC,12/16/2016,12/16/2016,WATER,21.65,2016,DIAMOND SPRINGS WATER INC
D000615,HON. JEFF DUNCAN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,66.92,2016,DEER PARK
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,51.92,2017,DEER PARK
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,56.92,2017,DEER PARK
D000533,HON. JOHN J. DUNCAN  JR.,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,51.92,2016,DEER PARK
D000628,HON. NEAL P. DUNN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AP,E0492128,WATER COMPANY OF THE CENTRAL STATES INC,2/1/2017,2/28/2017,WATER,33,2017,WATER COMPANY OF THE CENTRAL STATES INC
E000290,HON. DONNA F. EDWARDS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,20.99,2016,DEER PARK
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0475656,QUENCH,1/1/2017,1/31/2017,WATER,46.64,2017,QUENCH
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,E0479249,PREMIUM WATERS INC,12/9/2016,1/31/2017,WATER,78.75,2017,PREMIUM WATERS INC
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0484953,QUENCH,2/1/2017,2/28/2017,WATER,46.64,2017,QUENCH
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489023,PREMIUM WATERS INC,1/10/2017,1/25/2017,WATER,70.45,2017,PREMIUM WATERS INC
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/4/2017,AP,E0492419,QUENCH,3/1/2017,3/31/2017,WATER,46.64,2017,QUENCH
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0479268,LEINGANG NICHOLAS N.,11/16/2016,11/16/2016,WATER,6.4,2016,LEINGANG NICHOLAS N.
E000288,HON. KEITH ELLISON,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,907910,PREMIUM WATERS INC,11/9/2016,12/31/2016,WATER,47.3,2016,PREMIUM WATERS INC
E000291,HON. RENEE L. ELLMERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,1/18/2017,AP,E0477011,WATER DEPT,11/10/2016,12/8/2016,UTILITIES,25.13,2016,WATER DEPT
E000291,HON. RENEE L. ELLMERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/16/2017,AP,E0487790,WATER DEPT,12/8/2016,12/30/2016,UTILITIES,30.83,2016,WATER DEPT
E000291,HON. RENEE L. ELLMERS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0477342,LE BLEU OF RALEIGH,12/9/2016,12/31/2016,WATER,5.35,2016,LE BLEU OF RALEIGH
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,62.95,2017,DEER PARK
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,62.95,2017,DEER PARK
E000179,HON. ELIOT L. ENGEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,52.95,2016,DEER PARK
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/8/2017,AP,E0486085,ALHAMBRA,1/11/2017,1/25/2017,WATER,32.82,2017,ALHAMBRA
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,57.95,2017,DEER PARK
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/10/2017,AP,E0494641,ALHAMBRA,2/16/2017,2/22/2017,WATER,22.97,2017,ALHAMBRA
E000215,HON. ANNA G. ESHOO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,57.95,2016,DEER PARK
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,63.92,2017,DEER PARK
E000297,HON. ADRIANO ESPAILLAT,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,51.92,2017,DEER PARK
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/6/2017,AP,E0484459,TRESTMAN JODY J.,1/18/2017,1/18/2017,WATER,6.18,2017,TRESTMAN JODY J.
E000293,HON. ELIZABETH H. ESTY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0500189,DALY TIMOTHY P,3/14/2017,3/14/2017,WATER,25.6,2017,DALY TIMOTHY P
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0474209,READYREFRESH BY NESTLE,11/1/2016,11/30/2016,WATER,53.06,2016,READYREFRESH BY NESTLE
E000296,HON. DWIGHT EVANS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/17/2017,AP,E0478601,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,53.05,2016,READYREFRESH BY NESTLE
F000460,HON. BLAKE FARENTHOLD,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481338,HAGUE QUALITY WATER OF MD INC,1/1/2017,12/31/2017,WATER,756,2017,HAGUE QUALITY WATER OF MD INC
F000030,HON. SAM FARR,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,45.33,2016,DEER PARK
F000464,HON. JOHN J. FASO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,47.91,2017,DEER PARK
F000464,HON. JOHN J. FASO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0495997,READYREFRESH BY NESTLE,1/31/2017,2/14/2017,WATER,154.03,2017,READYREFRESH BY NESTLE
F000464,HON. JOHN J. FASO,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,58.93,2017,DEER PARK
F000043,HON. CHAKA FATTAH,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,19.99,2016,DEER PARK
F000465,HON. A. DREW FERGUSON IV,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,2/13/2017,AP,E0487089,COWETA COUNTY WATER SEWERAGE AUTHORITY,1/3/2017,1/9/2017,UTILITIES,59.39,2017,COWETA COUNTY WATER SEWERAGE AUTHORITY
F000465,HON. A. DREW FERGUSON IV,2017Q1,OFFICIAL EXPENSES OF MEMBERS,RENT  COMMUNICATION  UTILITIES,3/22/2017,AP,E0496373,COWETA COUNTY WATER SEWERAGE AUTHORITY,1/9/2017,2/8/2017,UTILITIES,66.12,2017,COWETA COUNTY WATER SEWERAGE AUTHORITY
F000465,HON. A. DREW FERGUSON IV,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/1/2017,AP,E0489478,ARROWHEAD DIRECT,1/17/2017,1/26/2017,WATER,41.05,2017,ARROWHEAD DIRECT
F000465,HON. A. DREW FERGUSON IV,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/30/2017,AP,E0499935,READYREFRESH BY NESTLE,1/27/2017,2/26/2017,WATER,40.1,2017,READYREFRESH BY NESTLE
F000458,HON. STEPHEN LEE FINCHER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0475199,READYREFRESH BY NESTLE,9/27/2016,10/26/2016,WATER,42.29,2016,READYREFRESH BY NESTLE
F000458,HON. STEPHEN LEE FINCHER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0475209,READYREFRESH BY NESTLE,10/27/2016,11/26/2016,WATER,8.67,2016,READYREFRESH BY NESTLE
F000451,HON. MICHAEL G. FITZPATRICK,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,44.95,2016,DEER PARK
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0476658,COCA-COLA BOTTLING COMPANY UNITED INC,1/4/2017,1/4/2017,WATER,24,2017,COCA-COLA BOTTLING COMPANY UNITED INC
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,82.95,2017,DEER PARK
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,68.89,2017,DEER PARK
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0477506,SMOKY MOUNTAIN WATER,9/21/2016,12/22/2016,WATER,89.25,2016,SMOKY MOUNTAIN WATER
F000459,"HON. CHARLES J. ""CHUCK"" FLEISCHMANN",2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,99.87,2016,DEER PARK
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,24.95,2017,DEER PARK
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0472820,QUENCH,1/1/2017,3/31/2017,WATER,74.91,2017,QUENCH
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/10/2017,AP,E0476367,QUENCH,11/1/2016,12/31/2016,WATER,49.94,2016,QUENCH
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,24.95,2016,DEER PARK
F000461,HON. BILL FLORES,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,E0497391,HIXSON JANA L.,6/21/2016,6/23/2016,WATER,12.26,2016,HIXSON JANA L.
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0489807,NORLAND PURE,1/13/2017,1/31/2017,WATER,29.95,2017,NORLAND PURE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/22/2017,AP,E0497113,NORLAND PURE,2/24/2017,2/28/2017,WATER,37.9,2017,NORLAND PURE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/9/2017,AR,AC-12702,DEER PARK WATER               ,10/24/2016,10/24/2016,WATER,-95.5,2016,DEER PARK WATER               
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489805,NORLAND PURE,12/2/2016,12/31/2016,WATER,13.45,2016,NORLAND PURE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0489806,NORLAND PURE,11/4/2016,11/30/2016,WATER,24.45,2016,NORLAND PURE
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AR,AC-12903,DEER PARK WATER               ,10/24/2016,10/24/2016,WATER,-576.61,2016,DEER PARK WATER               
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AR,AC-12904,DEER PARK WATER               ,6/27/2016,7/26/2016,WATER,-35.99,2016,DEER PARK WATER               
F000449,HON. JEFF FORTENBERRY,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/15/2017,AR,AC-12905,DEER PARK WATER               ,5/27/2016,6/26/2016,WATER,-59.51,2016,DEER PARK WATER               
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0475652,QUENCH,1/1/2017,1/31/2017,WATER,37,2017,QUENCH
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0483141,QUENCH,2/1/2017,2/28/2017,WATER,37,2017,QUENCH
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/7/2017,AP,E0483160,HINCKLEY SPRINGS,1/11/2017,1/11/2017,WATER,38.75,2017,HINCKLEY SPRINGS
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/5/2017,AP,E0492482,QUENCH,3/1/2017,3/31/2017,WATER,37,2017,QUENCH
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/7/2017,AP,E0492468,HINCKLEY SPRINGS,1/23/2017,2/8/2017,WATER,18.16,2017,HINCKLEY SPRINGS
F000454,HON. BILL FOSTER,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/18/2017,AP,E0476649,HINCKLEY SPRINGS,11/28/2016,12/14/2016,WATER,37.51,2016,HINCKLEY SPRINGS
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/17/2017,AP,904174,CITI PCARD-DS SERVICES STANDARD C,1/3/2017,1/28/2017,WATER,58.96,2017,CITI PCARD-DS SERVICES STANDARD C
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,58.92,2017,DEER PARK
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/21/2017,AP,912200,CITI PCARD-DS SERVICES STANDARD C,1/29/2017,2/28/2017,WATER,52.45,2017,CITI PCARD-DS SERVICES STANDARD C
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,27.99,2017,DEER PARK
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/8/2017,AP,E0474977,DUBLER GRANT C.,12/12/2016,12/12/2016,WATER,4.98,2016,DUBLER GRANT C.
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/19/2017,AP,900647,CITI PCARD-DS SERVICES STANDARD C,11/29/2016,12/28/2016,WATER,44.91,2016,CITI PCARD-DS SERVICES STANDARD C
F000462,HON. LOIS FRANKEL,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,38.92,2016,DEER PARK
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/26/2017,AP,E0481602,SPARKLETTS & SIERRA SPRINGS,12/29/2016,1/12/2017,WATER,34.97,2017,SPARKLETTS & SIERRA SPRINGS
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,47.95,2017,DEER PARK
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0491250,SPARKLETTS & SIERRA SPRINGS,1/26/2017,2/9/2017,WATER,35.5,2017,SPARKLETTS & SIERRA SPRINGS
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/24/2017,AP,E0499441,SPARKLETTS & SIERRA SPRINGS,2/23/2017,3/9/2017,WATER,63.47,2017,SPARKLETTS & SIERRA SPRINGS
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,47.95,2017,DEER PARK
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/4/2017,AP,E0473998,SPARKLETTS & SIERRA SPRINGS,12/1/2016,12/15/2016,WATER,42.55,2016,SPARKLETTS & SIERRA SPRINGS
F000448,HON. TRENT FRANKS,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,8,2016,DEER PARK
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,906775,DEER PARK,1/31/2017,1/31/2017,WATER,52.95,2017,DEER PARK
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/27/2017,AP,E0490301,READYREFRESH BY NESTLE,1/1/2017,1/31/2017,WATER,38,2017,READYREFRESH BY NESTLE
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/13/2017,AP,E0496155,READYREFRESH BY NESTLE,2/17/2017,2/28/2017,WATER,12.5,2017,READYREFRESH BY NESTLE
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,912405,DEER PARK,2/28/2017,2/28/2017,WATER,8,2017,DEER PARK
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/3/2017,AP,E0473341,READYREFRESH BY NESTLE,11/15/2016,11/30/2016,WATER,87.02,2016,READYREFRESH BY NESTLE
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/20/2017,AP,900787,DEER PARK,12/31/2016,12/31/2016,WATER,92.95,2016,DEER PARK
F000372,HON. RODNEY P. FRELINGHUYSEN,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0487150,READYREFRESH BY NESTLE,12/1/2016,12/31/2016,WATER,75.26,2016,READYREFRESH BY NESTLE
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,1/13/2017,AP,E0475733,CULLIGAN OF ANNAPOLIS,1/1/2017,1/31/2017,WATER,65.6,2017,CULLIGAN OF ANNAPOLIS
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/1/2017,AP,E0480334,CULLIGAN OF ANNAPOLIS,12/31/2016,2/28/2017,WATER,65.6,2017,CULLIGAN OF ANNAPOLIS
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/3/2017,AP,E0480329,CULLIGAN OF CLEVELAND,12/31/2016,1/31/2017,WATER,109,2017,CULLIGAN OF CLEVELAND
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/14/2017,AP,E0484965,THE DISTILLATA COMPANY,2/1/2017,2/28/2017,WATER,11.88,2017,THE DISTILLATA COMPANY
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,2/28/2017,AP,E0488028,CRH OHIO INC,1/31/2017,1/31/2017,WATER,114,2017,CRH OHIO INC
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/2/2017,AP,E0487989,CULLIGAN OF ANNAPOLIS,3/1/2017,3/31/2017,WATER,66.71,2017,CULLIGAN OF ANNAPOLIS
F000455,HON. MARCIA FUDGE,2017Q1,OFFICIAL EXPENSES OF MEMBERS,SUPPLIES AND MATERIALS,3/28/2017,AP,E0497713,THE DISTILLATA COMPANY,3/1/2017,3/31/2017,WATER,11.88,2017,THE DISTILLATA COMPANY
